employee_id,institution_id,institution_size,project_id,team_id,manager_id,job_role_id,duration_weeks,relative_effort,team_size,project_complexity,performance_score,predicted_performance_score,performance_class,predicted_performance_class,avg_overall_behavior_rating,overall_behavior_pattern,communication_pattern,collaboration_pattern,leadership_pattern,learning_pattern,productivity_pattern,manager_rating,peer_rating,subordinate_rating,overall_rating_avg,rating_variance,bias_flag,bias_type,fairness_score,text_bias_score,group_bias_score,manager_peer_gap,manager_subordinate_gap,peer_subordinate_gap,performance_rating_gap,behavior_performance_gap,conflict_score,conflict_flag,conflict_type,manager_dominance_score,peer_convergence_score,subordinate_suppression_score,social_protection_score,power_distance_risk_score,power_distance_risk,opinion_dynamics_pattern,culture_pattern,arbitration_decision,final_recommended_score,final_recommended_class,decision_explanation
E177,I07,large,P031,T31,E175,SE,7,120,4,4.2,62.55,64.76,Medium,Medium,3.466666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.6,3.2,3.6,3.47,0.05,0,No Major Bias Detected,90.4,0.13,0.05,-0.4,0,-0.4,-6.85,-6.78,8.41,0,No Major Conflict,36.8,48,14.15,0.8,26.95,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,70.84,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.95. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E178,I07,large,P031,T31,E175,QA,7,120,4,4.2,64.87,65.51,Medium,Medium,3,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3,2.6,3.4,3,0.16,1,Possible Textual Subjectivity Bias,75.4,0.44,0.04,-0.4,0.4,-0.8,4.87,4.87,23.64,0,Bias-Linked Conflict,42.12,42,19.9,0,30.11,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,65.03,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.11. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E179,I02,medium,P032,T32,,PM,5,80,3,5.3,62.12,64.15,Medium,Medium,3.333333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,3.6,3.33,0.05,0,No Major Bias Detected,87.9,0.23,0.03,0,0.4,-0.4,-4.48,-4.55,7.25,0,No Major Conflict,40,48,16.16,1.03,28.96,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,69.08,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.96. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E180,I02,medium,P032,T32,E179,SE,5,80,3,5.3,64.43,64.67,Medium,Medium,3.266666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,3,3,3.8,3.27,0.21,0,No Major Bias Detected,80.1,0.25,0.03,0,0.8,-0.8,-0.97,-0.9,12.67,0,Manager-Subordinate Conflict,42.66,46,22.96,0,32,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,67.94,Medium,Conflict type: Manager-Subordinate Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 32.0. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E181,I02,medium,P032,T32,E179,DevOps,5,80,3,5.3,78.2,75.87,High,High,3.466666667,Technical High Performer,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Low Learning Engagement,High Productivity Pattern,3.6,3.4,3.4,3.47,0.01,0,No Major Bias Detected,91.05,0.15,0.04,-0.2,-0.2,0,8.8,8.87,8.61,0,No Major Conflict,43.32,52,10.42,0,28.78,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,77.23,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.78. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E182,I02,medium,P033,T33,,PM,22,500,8,2.8,72.03,71.68,Medium,Medium,3.266666667,Learning-Oriented Contributor,Clear and Responsive Communicator,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.4,3.2,3.2,3.27,0.01,0,No Major Bias Detected,88.65,0.23,0.04,-0.2,-0.2,0,6.63,6.7,7.53,0,No Major Conflict,42.02,52,9.47,0,27.92,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,72.69,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.92. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E183,I02,medium,P033,T33,E182,SE,22,500,8,2.8,71.47,72.25,Medium,Medium,3.4,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3,3.6,3.6,3.4,0.12,0,No Major Bias Detected,76.8,0.32,0.04,0.6,0.6,0,3.47,3.47,16.14,0,No Major Conflict,38.64,56,19.48,5.69,31.24,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,71.15,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.24. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E184,I02,medium,P033,T33,E182,SE,22,500,8,2.8,60.2,61.61,Medium,Medium,3.4,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.6,3.4,3.2,3.4,0.04,0,No Major Bias Detected,83.7,0.3,0.06,-0.2,-0.4,0.2,-7.8,-7.8,10.7,0,No Major Conflict,38.4,51,10.06,4.29,26.96,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,68.02,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.96. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E185,I02,medium,P033,T33,E182,SE,22,500,8,2.8,66.63,65.88,Medium,Medium,3.266666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3,3.4,3.27,0.05,0,No Major Bias Detected,84.45,0.32,0.06,-0.4,0,-0.4,1.23,1.3,5.63,0,No Major Conflict,38.79,48,14.44,0,27.77,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,69.69,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.77. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E186,I02,medium,P033,T33,E182,SE,22,500,8,2.8,73.33,73.01,Medium,Medium,4.4,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,4.4,4.6,4.2,4.4,0.04,0,No Major Bias Detected,87.35,0.24,0.05,0.2,-0.2,0.4,-14.67,-14.67,12.14,0,No Major Conflict,38.4,46,25.43,12.07,32.37,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,82,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 32.37. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E187,I02,medium,P033,T33,E182,QA,22,500,8,2.8,68.48,67.44,Medium,Medium,3.333333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.4,3.6,3,3.33,0.09,0,No Major Bias Detected,83.85,0.27,0.04,0.2,-0.4,0.6,1.88,1.81,8.73,0,No Major Conflict,38.54,45,7.08,3.74,25.02,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,70.82,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 25.02. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E188,I02,medium,P033,T33,E182,QA,22,500,8,2.8,73.7,71.61,Medium,Medium,3.6,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.8,3.4,3.6,0.04,0,No Major Bias Detected,85.8,0.3,0.04,0.2,-0.2,0.4,1.7,1.7,5.65,0,No Major Conflict,38.91,46,11.97,3.06,26.96,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.44,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.96. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E189,I02,medium,P033,T33,E182,DevOps,22,500,8,2.8,64.15,65.72,Medium,Medium,2.866666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.6,3.2,2.8,2.87,0.09,1,Possible Textual Subjectivity Bias,79.3,0.36,0.05,0.6,0.2,0.4,6.75,6.82,23.19,0,Bias-Linked Conflict,38.89,50,12.67,5.4,28.03,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,64.46,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.03. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E190,I03,large,P034,T34,,PM,14,240,6,2.8,77.72,76.42,High,High,3.4,Technical High Performer,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,High Productivity Pattern,3.4,3.2,3.6,3.4,0.04,0,No Major Bias Detected,88.2,0.22,0.04,-0.2,0.2,-0.4,9.72,9.72,9.66,0,No Major Conflict,45.43,46,15.49,0,30.49,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.93,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.49. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E191,I03,large,P034,T34,E190,SE,14,240,6,2.8,65.97,65.97,Medium,Medium,3.2,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,2.6,3.6,3.4,3.2,0.28,1,Possible Manager Underrating Bias; Possible Textual Subjectivity Bias,66.45,0.38,0.03,1,0.8,0.2,1.97,1.97,34.58,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,36.19,57,21.31,12.32,31.72,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Adjust Manager Weight,68.28,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.72. Bias status: Possible Manager Underrating Bias; Possible Textual Subjectivity Bias. Final recommendation: Adjust Manager Weight.
E192,I03,large,P034,T34,E190,SE,14,240,6,2.8,65.3,65.16,Medium,Medium,2.866666667,Collaborative Leader,Communication Improvement Needed,Strong Team Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,2.6,2.8,3.2,2.87,0.09,0,No Major Bias Detected,80.45,0.33,0.04,0.2,0.6,-0.4,7.9,7.97,13.76,0,No Major Conflict,45.18,50,15.77,1.8,31.27,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,65.15,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.27. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E193,I03,large,P034,T34,E190,SE,14,240,6,2.8,59.9,60.49,Medium,Medium,2.8,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,3,2.6,2.8,0.04,1,Possible Textual Subjectivity Bias,79.8,0.5,0.04,0.2,-0.2,0.4,3.9,3.9,16.75,0,Bias-Linked Conflict,39.57,46,13.07,1.86,27.49,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,62.32,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.49. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E194,I03,large,P034,T34,E190,QA,14,240,6,2.8,77.28,74.77,High,Medium,4.2,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4.2,4,4.4,4.2,0.04,0,No Major Bias Detected,90.25,0.16,0.03,-0.2,0.2,-0.4,-6.72,-6.72,8.16,0,No Major Conflict,38.4,46,27.91,1.5,32.18,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,82.56,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 32.18. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E195,I03,large,P034,T34,E190,DevOps,14,240,6,2.8,68.47,67.6,Medium,Medium,3.866666667,Learning-Oriented Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.8,3.8,4,3.87,0.01,0,No Major Bias Detected,87.5,0.33,0.03,0,0.2,-0.2,-8.93,-8.86,6.65,0,No Major Conflict,40,49,21.88,4.14,31.42,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.83,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.42. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E196,I04,medium,P035,T35,,PM,12,260,6,3.6,69.58,69.76,Medium,Medium,2.4,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.2,2.2,2.8,2.4,0.12,1,Possible Textual Subjectivity Bias,73.7,0.6,0.02,0,0.6,-0.6,21.58,21.58,29.19,1,Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,55.35,47,18.63,0,35.71,Moderate,Manager Dominance / High Power-Distance Pattern,Biased Evaluation Culture,Accept with Monitoring,61.77,Medium,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Moderate with score 35.71. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E197,I04,medium,P035,T35,E196,SE,12,260,6,3.6,67.27,66.48,Medium,Medium,2.866666667,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.2,2.8,2.6,2.87,0.09,1,Possible Textual Subjectivity Bias,71.4,0.57,0.05,-0.4,-0.6,0.2,9.87,9.94,26.75,1,Bias-Linked Conflict,41.16,53,15.44,0,29.82,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.13,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.82. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E198,I04,medium,P035,T35,E196,SE,12,260,6,3.6,65.77,66.31,Medium,Medium,3.533333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.4,3.8,3.4,3.53,0.05,0,No Major Bias Detected,86.15,0.28,0.04,0.4,0,0.4,-4.83,-4.9,7.43,0,No Major Conflict,36.8,48,11.85,9.23,26.99,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.79,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.99. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E199,I04,medium,P035,T35,E196,SE,12,260,6,3.6,64.55,67.56,Medium,Medium,4.066666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.8,4.2,4.2,4.07,0.05,0,No Major Bias Detected,84.7,0.23,0.03,0.4,0.4,0,-16.85,-16.78,17.41,0,No Major Conflict,36.8,54,26.36,14.3,33.48,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,75.3,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 33.48. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E200,I04,medium,P035,T35,E196,QA,12,260,6,3.6,68.05,67.49,Medium,Medium,3.333333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,3.4,3.8,3.33,0.25,1,Possible Textual Subjectivity Bias,65,0.49,0.05,0.6,1,-0.4,1.45,1.38,31.71,1,Manager-Subordinate Conflict; Bias-Linked Conflict,38.83,54,27.68,5.4,33.86,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.88,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.86. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E201,I04,medium,P035,T35,E196,DevOps,12,260,6,3.6,65.25,64.79,Medium,Medium,3.4,Learning-Oriented Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.6,3.4,3.2,3.4,0.04,0,No Major Bias Detected,84.8,0.28,0.04,-0.2,-0.4,0.2,-2.75,-2.75,8.18,0,No Major Conflict,38.4,51,9.68,1.51,26.55,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,70.26,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.55. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E202,I09,medium,P036,T36,,PM,8,150,4,4.6,74.43,68.63,Medium,Medium,2.866666667,Balanced Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3,2.2,2.87,0.37,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,61.7,0.5,0.05,-0.4,-1.2,0.8,17.03,17.1,41.93,1,Manager-Subordinate Conflict; Bias-Linked Conflict,43.06,50,18.83,0,31.31,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,65.06,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.31. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E203,I09,medium,P036,T36,E202,SE,8,150,4,4.6,63.47,64.07,Medium,Medium,4,Balanced Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Emerging Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,4,4.2,3.8,4,0.04,0,No Major Bias Detected,85.25,0.26,0.11,0.2,-0.2,0.4,-16.53,-16.53,13.07,0,No Major Conflict,38.4,46,19.16,13.09,30.28,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,74.44,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.28. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E204,I09,medium,P036,T36,E202,SE,8,150,4,4.6,65.38,65.53,Medium,Medium,4.333333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,4.4,4.4,4.2,4.33,0.01,0,No Major Bias Detected,90.55,0.17,0.1,0,-0.2,0.2,-21.22,-21.29,12.82,0,Performance-Appraisal Conflict; Behavior-Performance Conflict,40,49,24.31,12.44,33.1,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,78.92,High,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 33.1. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E205,I09,medium,P036,T36,E202,QA,8,150,4,4.6,65.9,66.04,Medium,Medium,3.2,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,3.4,3,3.2,0.04,1,Possible Textual Subjectivity Bias,80.75,0.41,0.11,0.2,-0.2,0.4,1.9,1.9,15.75,0,Bias-Linked Conflict,38.97,46,9.31,2.95,26.04,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,68.11,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.04. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E206,I10,large,P037,T37,,PM,9,150,5,3.3,72.57,72.91,Medium,Medium,3.8,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,4,3.8,3.8,0.04,1,Possible Textual Subjectivity Bias,76.95,0.55,0.03,0.4,0.2,0.2,-3.43,-3.43,18.52,0,Bias-Linked Conflict,36.97,51,22.07,7.69,30.93,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,74.82,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.93. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E207,I10,large,P037,T37,E206,SE,9,150,5,3.3,65.13,64.69,Medium,Medium,2.866666667,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,2.8,3.2,2.6,2.87,0.09,1,Possible Textual Subjectivity Bias,75.45,0.55,0.04,0.4,-0.2,0.6,7.73,7.8,21.68,0,Bias-Linked Conflict,39.88,45,14.02,3.6,27.97,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,64.09,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.97. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E208,I10,large,P037,T37,E206,SE,9,150,5,3.3,68.05,67.36,Medium,Medium,3.4,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.6,3.2,3.4,3.4,0.04,0,No Major Bias Detected,83,0.34,0.04,-0.4,-0.2,-0.2,0.05,0.05,6.82,0,No Major Conflict,38.02,51,13.81,0,27.69,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.02,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.69. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E209,I10,large,P037,T37,E206,QA,9,150,5,3.3,63.75,64.18,Medium,Medium,3.466666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3.6,3.4,3.47,0.01,0,No Major Bias Detected,92,0.18,0.03,0.2,0,0.2,-5.65,-5.58,5.01,0,No Major Conflict,38.4,49,10.09,6.34,26.88,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.64,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.88. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E210,I10,large,P037,T37,E206,DevOps,9,150,5,3.3,63.58,66.98,Medium,Medium,3.6,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.8,3.4,3.6,0.04,0,No Major Bias Detected,87,0.26,0.04,0.2,-0.2,0.4,-8.42,-8.42,9.01,0,No Major Conflict,38.4,46,11.55,8.63,27.17,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,71.63,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.17. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E211,I04,medium,P038,T38,,PM,6,100,4,4.1,66.2,66.97,Medium,Medium,4.266666667,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,4.2,4.2,4.4,4.27,0.01,0,No Major Bias Detected,91.1,0.21,0.03,0,0.2,-0.2,-19.2,-19.13,11.79,0,No Major Conflict,40,49,27.62,9.79,34,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,78.84,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 34.0. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E212,I04,medium,P038,T38,E211,SE,6,100,4,4.1,64.5,64.63,Medium,Medium,3.066666667,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,2.8,3.8,2.6,3.07,0.41,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,60.9,0.6,0.05,1,-0.2,1.2,3.1,3.17,31.76,1,Manager-Peer Conflict; Bias-Linked Conflict,34.55,42,17.4,15.32,27.74,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,62.52,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.74. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E213,I04,medium,P038,T38,E211,SE,6,100,4,4.1,69.47,68.79,Medium,Medium,3.133333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,2.8,3.4,3.13,0.09,0,No Major Bias Detected,81.55,0.33,0.06,-0.4,0.2,-0.6,6.87,6.8,11.22,0,No Major Conflict,42.48,45,16.6,0,29.55,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,69.15,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.55. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
